Thu Jan 25 10:57:11 EST 2024
fj079
python /lustre/home/gverma/.conda/envs/tvm/bin/python
TVM_HOME /lustre/projects/ML-group/gverma/tvm
PYTHONPATH /lustre/projects/ML-group/gverma/tvm/python
Currently Loaded Modulefiles:
 1) slurm/slurm/19.05.7  

Top 300 resnet34
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-300 (s), std Ansor-300, tuning time Ansor-300, task Ansor-300, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-300, speedup 10k, speed tuning time top-300, speed tuning time 10k, p-value
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-300 (s), std Ansor-300, tuning time Ansor-300, task Ansor-300, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-300, speedup 10k, speed tuning time top-300, speed tuning time 10k, p-value
0, 0.00087670, 0.00000131, 68.98, 1404.51, 17, 0.00130896, 0.00058918, 1335.53, 300, 0.00034878, 0.00000124, 11396.53, 2560, 1.49, 0.40, 0.95, 8.11, 0.00000000
1, 0.00091828, 0.00000041, 92.23, 1427.76, 24, 0.00130492, 0.00054550, 1335.53, 300, 0.00075400, 0.00000256, 6553.01, 1472, 1.42, 0.82, 0.94, 4.59, 0.00000009
2, 0.00002336, 0.00000000, 13.75, 102.78, 2, 0.00002338, 0.00000004, 89.04, 20, 0.00002338, 0.00000004, 89.04, 20, 1.00, 1.00, 0.87, 0.87, 0.50385552
3, 0.00007576, 0.00000038, 22.44, 877.18, 11, 0.00007576, 0.00000038, 854.74, 192, 0.00007576, 0.00000038, 854.74, 192, 1.00, 1.00, 0.97, 0.97, 1.00000000
4, 0.00002573, 0.00000013, 2.07, 91.11, 2, 0.00002573, 0.00000013, 89.04, 20, 0.00002573, 0.00000013, 89.04, 20, 1.00, 1.00, 0.98, 0.98, 1.00000000
5, 0.00118371, 0.00000036, 154.74, 1490.27, 21, 0.00184012, 0.00094076, 1335.53, 300, 0.00039790, 0.00000237, 5413.35, 1216, 1.55, 0.34, 0.90, 3.63, 0.00000000
6, 0.00005116, 0.00000032, 19.21, 589.04, 15, 0.00005116, 0.00000032, 569.83, 128, 0.00005116, 0.00000032, 569.83, 128, 1.00, 1.00, 0.97, 0.97, 1.00000000
7, 0.00054447, 0.00000243, 51.31, 1386.84, 14, 0.00054447, 0.00000243, 1335.53, 300, 0.00046674, 0.00000020, 3988.79, 896, 1.00, 0.86, 0.96, 2.88, 0.00000145
8, 0.00144616, 0.00000274, 16.21, 1351.74, 8, 0.00278663, 0.00045920, 1335.53, 300, 0.00051408, 0.00000180, 8547.40, 1920, 1.93, 0.36, 0.99, 6.32, 0.00000000
9, 0.00000312, 0.00000005, 0.66, 285.57, 1, 0.00000312, 0.00000005, 284.91, 64, 0.00000312, 0.00000005, 284.91, 64, 1.00, 1.00, 1.00, 1.00, 1.00000000
10, 0.00002752, 0.00000036, 1.71, 90.74, 2, 0.00002752, 0.00000036, 89.04, 20, 0.00002752, 0.00000036, 89.04, 20, 1.00, 1.00, 0.98, 0.98, 1.00000000
11, 0.00043218, 0.00000723, 116.49, 1452.02, 29, 0.00182637, 0.00012097, 1335.53, 300, 0.00050489, 0.00000685, 4558.61, 1024, 4.23, 1.17, 0.92, 3.14, 0.00049593
12, 0.00025992, 0.00000063, 25.07, 1360.61, 11, 0.00025992, 0.00000063, 1335.53, 300, 0.00025992, 0.00000063, 2279.31, 512, 1.00, 1.00, 0.98, 1.68, 1.00000000
Thu Jan 25 12:29:13 EST 2024

Completed

